OTU	663-046_Screening_Fecal_S121_L008	663-033_Screening_Fecal_S111_L008	663-026_Screening_Fecal_S103_L008	663-006_Screening_Fecal_S77_L008	663-004_Screening_Fecal_S75_L008	663-023_End_of_Treatment_S100_L008	663-013_C7D1_S85_L008	663-040_Screening_Fecal_S117_L008	663-007_Screening_Fecal_S78_L008	663-054_Screening_Fecal_S128_L008	663-038_Screening_Fecal_S114_L008	663-029_Screening_Fecal_S106_L008	663-030_Screening_Fecal_S107_L008	663-015_Screening_Fecal_S89_L008	663-040_C7D1_S118_L008	663-022_Screening_Fecal_S98_L008	663-032_Screening_Fecal_S109_L008	663-009_Screening_Fecal_S79_L008	663-023_Screening_Fecal_S99_L008	663-014_C7D1_S87_L008	663-045_Screening_Fecal_S119_L008	663-014_Screening_Fecal_S86_L008	663-028_Screening_Fecal_S105_L008	663-034_Screening_Fecal_S112_L008	663-052_Screening_Fecal_S125_L008	663-013_Screening_Fecal_S84_L008	663-021_Screening_Fecal_S97_L008	663-031_C7D1_S108_L008	663-003_Screening_Fecal_S73_L008	663-039_End_of_Treatment_S116_L008	663-020_Screening_Fecal_S95_L008	663-046_C7D1_S122_L008	663-003_End_of_Treatment_S74_L008	663-034_C7D1_S113_L008	663-018_Screening_Fecal_S92_L008	663-019_Screening_Fecal_S93_L008	663-051_Screening_Fecal_S124_L008	663-053_Screening_Fecal_S127_L008	663-002_Screening_Fecal_S71_L008	663-026_C7D1_S104_L008	663-009_C7D1_S80_L008	663-048_Screening_Fecal_S123_L008	663-045_End_of_Treatment_S120_L008	663-039_Screening_Fecal_S115_L008	663-014_End_of_Treatment_S88_L008	663-002_End_of_Treatment_S72_L008	663-052_End_of_Treatment_S126_L008	663-025_Screening_Fecal_S102_L008	663-011_Screening_Fecal_S81_L008	663-020_End_of_Treatment_S96_L008	663-017_Screening_Fecal_S91_L008	663-005_Screening_Fecal_S76_L008	663-024_Screening_Fecal_S101_L008	663-016_Screening_Fecal_S90_L008	663-012_Screening_Fecal_S82_L008	663-019_C7D1_S94_L008	663-012_End_of_Treatment_S83_L008	663-032_C7D1_S110_L008
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus|t__Lactobacillus_rhamnosus_unclassified	0	3.76635	0	0	0.04621	0	0	0	0	0	0.00618	0	0	0	0.13825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024980000000000002	0	0	0.14561	0	0	0	0	0.02705	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum|t__Clostridium_butyricum_unclassified	0	3.11315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei|t__Lactobacillus_casei_paracasei_unclassified	0	1.7728400000000002	0	0	0.3806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028260000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02283	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0	1.33335	0	0	0	0.06788999999999999	0	0	0	0.00379	0.0599	0.029210000000000003	0	0.00905	0	0	0.46495	0.75088	0	0	0	0	0	0.00271	0.22419	0	0.02814	0	0	0	0	0	0	0	0	0	0.16286	0	0	0	2.52883	0	0	0	0	0.006790000000000001	0.16245	0	0.12258	0	0	0.009640000000000001	0	0.07551000000000001	0	2.86412	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified	0	1.03357	0	0	0	0.01269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456	0	0	0	0	0	0	0	0	0	0.00224	0	0	0.33525	0	0	0	0	0	0	0	0	0	0.00372	0	0.00997	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__Streptococcus_sanguinis_unclassified	0	0.42841	0	0	0.00946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47047	0	0	0	0	0	0	0	0	0	0.14419	0.009470000000000001	0	0	0	0	0	0	0.0051	0	0	0	0	0.00896	0	0	0	0.010320000000000001	0	0	0	0	0	0	0.006840000000000001
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__Enterococcus_faecium_unclassified	0	0.37089	0	0	0.05633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061470000000000004	0	0	0	0.09573	0	0	0	0.21769000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03077	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva|t__GCF_000160075	0	0.3277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__Rothia_dentocariosa_unclassified	0	0.30098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__Candida_glabrata|t__GCA_000002545	0	0.22165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__Streptococcus_thermophilus_unclassified	0	0.21422	0	0	2.1991099999999997	0	0.058589999999999996	0	0.057010000000000005	0.06622	0.25661999999999996	0.15755	0	0	0.50971	0.82299	0	0	0	0	0	0	0.00748	0	0.8536100000000001	0	0	0	0	0	0	0.05326	0	0.15297	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21646999999999997	0	0	0	0.06828	0	0.1652	0.027110000000000002	0.02121	0	0.01757
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__Enterococcus_faecalis_unclassified	0	0.19909000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36466	0	0	0	0	0	0.0821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0.52873	0	0	0	0	0	0	0	0	0	0.10484	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified	0	0.1755	0	0	0	0	0	0.00264	0	0	0.012709999999999999	0	0	0	0.04871	0	0	0	0	0	0	0	0	0.38226	0	0	0	0	0	0	0	0	0	0.11794	0	0	0.03128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01124	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485	0	0.13685	0	0	0	0	0	0	0	0	0	0.0129	0	0	0	0	0	0.00225	0	0	0	0.019809999999999998	0.019190000000000002	0	0	0	0	0.13184	0	0	0	0	0.038130000000000004	0	0	0	0	0	0	0	0	0	0	0	0.17886	0	0	0	0	0	0	0.02625	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__GCF_000160675	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05044	0	0	0	0	0	0.07027	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis|t__GCF_000186425	0	0.08501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae|t__Scardovia_wiggsiae_unclassified	0	0.05607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04741	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445	0	0.05449	0	0.09244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06835	0	0.0388	0.00656	0.055889999999999995	0.011340000000000001	0	0	0	0	0	0	0	0	0.08517999999999999	0	0	0	0	0	0	0	0	0	0.29435	0	0	0.26981	0	0	0	0.06962	0	0.025789999999999997	0	0	0.03075	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225	0	0.04771	0.31717	0	17.98923	2.8458900000000003	0.045380000000000004	0.45091000000000003	0.22146999999999997	0.0388	0	0.01615	0	0.0362	3.40416	2.34801	0	5.82872	0.56991	10.05112	0	7.70467	37.16612	0.027139999999999997	0.01695	0.38347	6.02609	0.00156	21.6337	0.06877	0.0025	0.02625	0.05699	0.01932	0	0	0	7.729989999999999	0.22835999999999998	0.0474	0	0	0	0.97375	1.85705	0.14337	0.00455	0.00366	31.66585	0	0	1.01162	10.00801	0.012490000000000001	2.13266	0	0	27.662309999999998
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii|t__GCF_000285995	0	0.02197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified	0	0.0188	0	0	0	0	0.013980000000000001	13.56598	0	0.37556	4.11717	0	0	0.05627000000000001	6.10337	0.59739	0	0	0	0	0	0	0.07967	0.29039	0	0	0	0	0	0	0	0.06387999999999999	0	0.01576	0	14.268410000000001	0	0.6865899999999999	0.20526999999999998	0	0	0.09544	0	0	0	0.11582	0	18.96497	0	0	2.55448	0	0.37714000000000003	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_propionicum|t__GCF_000277715	0	0.018269999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0	0.0133	37.09421	0	0	36.10572	0	0.00798	0	0	3.91948	0.015969999999999998	0.0036200000000000004	0.02248	0.01209	0	0.0085	0	29.78378	0.00145	0	0	0.00674	4.54098	0	0	0.01345	0	0.00639	0	0.14549	0	0	1.2387700000000001	0	1.22512	0	0	0.0013599999999999999	33.74289	0.01067	0.00103	0	0	0.0125	0.0197	0	0.01873	0.00066	0.06356	0	0	0	0	0	36.30166	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus|t__GCF_000175315	0	0.01284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified	0	0.00646	0	2.3679200000000002	0.49022	0	0	3.05539	10.20965	0	0.16735	0.12512	0	0.1056	9.193019999999999	0.0383	3.57059	22.15486	0	1.32312	0	3.7964	1.57655	0.84996	0.88682	3.5215099999999997	11.5499	0.03028	0.68785	0	0.06577000000000001	0	0.18295	2.09617	9.85021	0.01803	0	0.12980999999999998	0.1851	0	20.77197	1.49082	0	0	0.74574	0	0.30541	0	0.72092	0.1038	0.90717	0	0	0.11057	0	0	0	1.04905
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_pallens|t__Enterococcus_pallens_unclassified	0	0.00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__GCA_000146045	0	0.00506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	0	0.00298	0.00628	4.73759	0.01803	0	0.39659	0.12714	20.19345	0.30422	0.64503	45.216840000000005	0	0	0.06752000000000001	0.9466600000000001	0.026430000000000002	0	0.03911	0	0	0	2.39079	1.9570400000000001	1.00196	0.00117	0	7.38853	0	0	0.06682	0	0.0063	0.6534800000000001	2.5011900000000002	0	0.60377	0.9767299999999999	0.6725899999999999	0.00645	0	0.09662000000000001	0	0	0	0.22905	0.32711999999999997	2.1256	0	0	0.01807	5.1790199999999995	4.27519	0	1.81846	0	2.66256	1.7481900000000001
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__GCF_000157255	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum|t__Corynebacterium_glutamicum_unclassified	0	0.00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified	0	0.0017800000000000001	0	0	0.39864	13.27655	3.71277	0.08121	0	0	0	0	0	0	0.32724000000000003	0.02048	0	0	0.58267	0.0762	0	2.56164	2.07171	0	0	1.67715	0	0	0	0	3.97592	0	0.01192	0	0	0	0	19.69115	34.11316	0	0	0.00428	0	0	0	4.11238	8.66677	0	0	5.97995	0	0	0	0	0.08513	0	0.043989999999999994	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified	0	0.0010199999999999999	1.0426600000000001	2.02873	0	0.10259000000000001	0.45433999999999997	0.43549	0.06757	0.93545	0.52018	0.32031	0.032889999999999996	0	0.29435	0.9889399999999999	0.3114	0	0.01703	1.7035799999999999	0	3.42076	0	0.92071	0	0.56814	0.27121999999999996	0	0	1.33637	0.06998	0	0	0.77604	0.010490000000000001	5.07776	0.20218	0.3039	0.32800999999999997	2.10606	0	0	0	2.39932	4.04721	0.69297	0	0.06473999999999999	0	0.5485399999999999	0.63873	5.261909999999999	0.018000000000000002	0	0	1.5549899999999999	0.22801999999999997	2.3307
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	0	0	0.07095	0.00938	0	0	0	0	0.02238	0.004370000000000001	0	0.30434	0.20488	0.01674	0	0	0	0.04554	0	0.18408	0.01119	0.8323	0	0	0	0	0.22779000000000002	0.002	0.21513000000000002	0.00562	0	0.07531	0.1038	0	0.04361	0	0.02018	0	0	0.07254	0.16896	0.0341	0	0.01791	0.74408	0	0	0.0216	0.10968	0.04595	0.10908	0.02128	0.10795999999999999	0.06541	0.10553	0	0.0557	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname	0	0	0.02962	0.01001	0	0	0	0.04922	0	0.018000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0.5161899999999999	0	0	0.006370000000000001	0	0	0	0.00811	0	0.008320000000000001	0	0	0	0	0	0	0	0.01822	0	0	0	0	0	0	0	0	0	0	0	0.02244	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0	0.01551	0	0	0	3.10304	0	0	0	0.02984	0	0.83506	0.0994	0	0	0	0	0.04685	0	1.01672	0	0.00413	0.07518999999999999	0.8196	6.6208100000000005	1.6409099999999999	0	0.04332	0	0.09039	0	0.030789999999999998	0.03985	0	0.9802299999999999	0.07462	1.16221	0.04823	0.8799899999999999	0	0	0	0	0	0.021580000000000002	0	0.20561	0	0	0	0.20811	14.3375	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia	0	0	0.00242	0	0	0.024669999999999997	0	0.1774	0.04288	0.2195	0.14509	0	0	0	0.32195	0.5017199999999999	0	0	0.08032	0.15955	0	0.33929000000000004	0	0.01846	0	0	0	0	0	0.2957	0	0	0	0.11084000000000001	0	0	0	0	0	0.0119	0	0.15217	0	0	0.89366	0	0.00078	0.15244000000000002	0	0.00982	0	0.028360000000000003	0	0	0.08274	0	0.03418	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0	0	2.66793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29051	0	0	0	0	0	0	0.022000000000000002	0	3.3071599999999997	0	0	0	0	0	0	0	0	0	0.0247	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0	0	0.69639	0	0	0	0	0	0	0.39481	0	0	0	3.78243	0	0.9985200000000001	0	0	0	0	0	0	0	0	0	0	0.53245	0	0	0	0.34911	0	0	0	0	0	0	0	0	0.30591	0	0	0	0	0	0	0	0	0	0.18594000000000002	0.63973	0	0	0	0	2.5404	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0	0	0.40998	0.00389	0	0.67411	0.70308	0.89746	0.01599	0.92684	1.8806200000000002	0.04181	0	0.5997100000000001	0.63212	3.54756	0.11592000000000001	0.02136	0.26048000000000004	0	0.19287	0	0.02316	0.31063	0.03405	0.30806999999999995	0	0	0.014180000000000002	0.009009999999999999	0.48633999999999994	0	0	0.87013	0	0.32093	0.20108	3.04589	0.20585	0.32239	0.016569999999999998	0.18955999999999998	1.88765	0	0	1.07405	0	0.5674100000000001	0	0.30704000000000004	0.13896	0	0.59606	0	1.23691	0.13169	0.79266	0.030119999999999997
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0	0.37069	0	0	0	0	0	0	0	0.58326	0	0	0	0	0	0	0	0	0	0	0	0	0.00983	0	0	0	0	0	0	0.39398	0	0	0.047619999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23554	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0	0.17087	0	0	0	0	0	0	0	0	0	0	0.31494	0	0	0	0	0.028310000000000002	0	0.028839999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11909000000000002	0.01228	0	0	0	0.32042	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0	0	0.07095	0.00938	0	0	0	0	0.02238	0.004370000000000001	0	0.30434	0.20488	0.01674	0	0	0	0.04554	0	0.18408	0.01119	0.8323	0	0	0	0	0.22779000000000002	0.002	0.21513000000000002	0.00562	0	0.07531	0.1038	0	0.04361	0	0.02018	0	0	0.07254	0.16896	0.0341	0	0.01791	0.74408	0	0	0.0216	0.10968	0.04595	0.10908	0.02128	0.10795999999999999	0.06541	0.10553	0	0.0557	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0	0.06898	2.04945	0.33415	0	0	0	0	0.11064	0.03645	0	0.35778000000000004	0.058170000000000006	0	0	0	0.09103	0	0.29536	0	0.9003200000000001	0.015609999999999999	0.01138	0	0	0.2309	0	0	0.0021100000000000003	0	0.54696	0	0	1.0782200000000002	0	0.02143	0	0	0.04357	1.11778	0	0	0.12115	0.44098999999999994	0	0	0.009940000000000001	0.55133	0.12038	0.47873000000000004	0.0061	0.11266	0.38229	0.21341999999999997	0	0.0057	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0	0	0.06444	0	0	0.04195	0.01097	0.10504000000000001	0.03779	0.6956100000000001	0.10605999999999999	0.40579	0	0	0.19822	0.32608000000000004	2.18655	0	0.02279	0	1.28551	0	0	0.08789	0	0	0.9605799999999999	0	0	0.0025	0.25453000000000003	0.16859000000000002	0	0.03284	0	0	0.09254	0	0.037989999999999996	0	0	0	0.06238	0	0	0	0	0	0	0.34153	1.88693	0	0	0	0.32678	0	0.8902200000000001	0.060079999999999995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118	0	0	0.02962	0.01001	0	0	0	0.04922	0	0.018000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0.5161899999999999	0	0	0.006370000000000001	0	0	0	0.00811	0	0.008320000000000001	0	0	0	0	0	0	0	0.01822	0	0	0	0	0	0	0	0	0	0	0	0.02244	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0	0	0.02962	0	0	1.14299	0	0.18156	0.0134	0	0.08899	0	0	6.04801	0	0	0.10664000000000001	0.8001	0.70641	0.2061	0.14659	3.69664	0	0.45607	0.14209000000000002	0	0	0.00371	0.49078999999999995	2.74646	0.26891	0.1291	1.05708	0.2949	0	0.06339	0.16053	0	0.05047	0.6030800000000001	0.049980000000000004	0.35653	0.08398	0.11337	15.91267	0.08582999999999999	0	0	0.34431	0.0237	0	0	0	0	0.10392	0.67057	0.03884	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0	0	0.01551	0	0	0	0	0	0	0	0.02984	0	0	0.0994	0	0	0	0	0.04685	0	0	0	0	0.07518999999999999	0	0	0	0	0.04332	0	0.09039	0	0.030789999999999998	0.03985	0	0	0.07462	0	0.04823	0	0	0	0	0	0	0.021580000000000002	0	0.20561	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	0	0	0.01251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0.00242	0	0	0.024669999999999997	0	0.1774	0.04288	0.2195	0.14509	0	0	0	0.32195	0.5017199999999999	0	0	0.08032	0.15955	0	0.33929000000000004	0	0.01846	0	0	0	0	0	0.2957	0	0	0	0.11084000000000001	0	0	0	0	0	0.0119	0	0.15217	0	0	0.89366	0	0.00078	0.15244000000000002	0	0.00982	0	0.028360000000000003	0	0	0.08274	0	0.03418	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0.00235	0	0	0	0	0	0	0.22539	0	0	0.06377999999999999	0	0	0	0	0	0	0.11204000000000001	0	0	0	0	0	0.04285	0	0	0	0.06911	0	0	0	0	0	0	0	0	0	0.0314	0	0.02816	0	0	0.7862399999999999	0	0	0	0	0	0.16085	0	0	0	0.13809000000000002	0	0.06599	0
